order,symbol,locus_overlap,gene_coordinates,start,end,length,effective_length,logFC,pvalue,gen.fdr
3043,AT1G54050,-,1:20179422-20180281,20179422,20180281,860,680,0.328261988877274,0.210320175709568,0.283532121857671
3044,AT1G54060,-,1:20180679-20182324,20180679,20182324,1646,1646,0.0411785014882682,0.722359112930806,0.792256574354522
3045,AT1G54080,-,1:20183581-20187096,20183581,20187096,3516,1907,0.663230045075826,0.0296605341033686,0.0499888776473439
3046,AT1G54090,-,1:20189567-20191900,20189567,20191900,2334,2334,0.406809036964099,1.5766481454657e-06,5.07402486890555e-06
3047,AT1G54100,-,1:20195264-20199130,20195264,20199130,3867,1975,0.149253938001707,0.57277653169103,0.657241599961413
3048,AT1G54110,-,1:20199418-20201729,20199418,20201729,2312,867,0.231235879661557,0.306134035065831,0.390416574737754
3049,AT1G54115,-,1:20202118-20204177,20202118,20204177,2060,2060,-0.349811676904424,0.0181575027810044,0.0320022970032398
3050,AT1G54120,-,1:20207020-20207540,20207020,20207540,521,521,0.144611632106293,0.310173714229572,0.395033614915546
3051,AT1G54130,-,1:20210873-20213942,20210873,20213942,3070,2633,-1.57023687064268,3.11897774508906e-17,2.42187121770487e-16
3052,AT1G54140,-,1:20213967-20215223,20213967,20215223,1257,766,0.53869996356757,2.65915925890787e-07,9.33975611064764e-07
3053,AT1G54150,-,1:20215432-20217489,20215432,20217489,2058,1386,-0.200496873407037,0.018215281066234,0.032101082892805
3054,AT1G54160,-,1:20217336-20219452,20217336,20219452,2117,1462,0.0682693593540948,0.328626685235674,0.414940358955762
3055,AT1G54170,-,1:20221060-20225948,20221060,20225948,4889,2267,2.62381852558135,4.9320355719469295e-42,1.2896925694192499e-40
3056,AT1G54180,-,1:20227277-20230237,20227277,20230237,2961,1906,0.582536355063902,2.39002481957223e-08,9.35551355685813e-08
3057,AT1G54200,-,1:20235712-20237065,20235712,20237065,1354,1354,0.390455317470014,0.0008067007114003,0.0018044678651659
3058,AT1G54210,-,1:20241226-20242615,20241226,20242615,1390,702,0.8215950284537,2.9173256189042197e-11,1.48351321392976e-10
3059,AT1G54220,-,1:20246037-20250310,20246037,20250310,4274,2145,-0.541537334662788,0.0003695744908969,0.0008738563420774
3060,AT1G54250,-,1:20254938-20256557,20254938,20256557,1620,770,-0.328912074105598,0.0471613573441204,0.0758224593393608
3061,AT1G54260,-,1:20256936-20259417,20256936,20259417,2482,1111,0.302399299129459,0.0008850499608021,0.0019660011452803
3062,AT1G54270,-,1:20259692-20262266,20259692,20262266,2575,1759,0.507780851487597,3.76652527358157e-07,1.29787134798284e-06
3063,AT1G54290,-,1:20268485-20270107,20268485,20270107,1623,811,0.839206881563691,4.2806039315890605e-09,1.81033468323195e-08
3064,AT1G54310,-,1:20273567-20275574,20273567,20275574,2008,1516,0.808267700327094,4.89607166565329e-19,4.25763309342009e-18
3065,AT1G54320,-,1:20275534-20277957,20275534,20277957,2424,1412,0.0581841486539451,0.348685549011393,0.435901981230919
3066,AT1G54340,-,1:20283480-20286786,20283480,20286786,3307,1571,-0.124909503773581,0.273325572414307,0.355212276175558
3067,AT1G54350,-,1:20286882-20290401,20286882,20290401,3520,2312,0.277059330778454,0.0008582882663311,0.0019111273630012
3068,AT1G54355,-,1:20288804-20290316,20288804,20290316,1513,1235,-0.691098576982998,0.342937185296905,0.429954713727979
3069,AT1G54360,-,1:20290556-20293324,20290556,20293324,2769,1858,0.327372595140343,0.0575362187262318,0.0904119709582073
3070,AT1G54370,-,1:20293151-20297133,20293151,20297133,3983,1772,0.345455787929485,0.0001030457158664,0.0002639187144125
3071,AT1G54380,-,1:20297965-20300908,20297965,20300908,2944,1879,-0.0385168014555512,0.754904218359667,0.820198485373688
3072,AT1G54385,-,1:20301126-20303885,20301126,20303885,2760,2108,-0.379838380100789,0.0007136103869136,0.0016125718650728
3073,AT1G54390,-,1:20304567-20307024,20304567,20307024,2458,1538,1.70166281789703,6.91000341298298e-14,4.26216356695821e-13
3074,AT1G54410,-,1:20309775-20310767,20309775,20310767,993,728,0.516132761653866,9.74073430571512e-07,3.20649775035296e-06
3075,AT1G54440,-,1:20323036-20328067,20323036,20328067,5032,2304,-1.7667519728737,1.07400475530308e-17,8.60223135761736e-17
3076,AT1G54450,-,1:20336340-20339535,20336340,20339535,3196,1838,0.471751497004955,0.0047273542441807,0.0093142373869743
3077,AT1G54460,-,1:20340600-20343530,20340600,20343530,2931,1465,0.399234857274989,4.70261269243853e-06,1.4296497011268e-05
3078,AT1G54490,-,1:20350191-20356916,20350191,20356916,6726,3219,0.970847996130872,2.2287566064199504e-09,9.702015276621991e-09
3079,AT1G54500,-,1:20356954-20357788,20356954,20357788,835,835,-0.84675714358327,0.0015275231757627,0.0032589322184065
3080,AT1G54510,-,1:20358319-20362593,20358319,20362593,4275,2324,1.53325804881907,0.0277679710003264,0.0470941947192893
3081,AT1G54520,-,1:20363448-20366061,20363448,20366061,2614,1480,-0.0902589699861314,0.562669909877009,0.648052974005569
3082,AT1G54530,-,1:20366505-20366888,20366505,20366888,384,384,-0.600396987721835,1.02318154983957e-05,2.9760909688738e-05
3083,AT1G54540,-,1:20367572-20368434,20367572,20368434,863,863,1.3086105921471,2.52282126008224e-10,1.1903100257862e-09
3084,AT1G54570,-,1:20380478-20385125,20380478,20385125,4648,2458,-0.963016243380686,1.1000013523253901e-14,7.16080824238189e-14
3085,AT1G54575,-,1:20387060-20387710,20387060,20387710,651,651,0.667133073408305,1.64887862919219e-13,9.87837387208203e-13
3086,AT1G54580,-,1:20389347-20391015,20389347,20391015,1669,881,0.413150825001326,6.40630723769033e-06,1.91190323380419e-05
3087,AT1G54610,-,1:20393762-20397195,20393762,20397195,3434,2123,0.601043904636715,1.64512251889385e-06,5.28248783911851e-06
3088,AT1G54630,-,1:20401377-20403041,20401377,20403041,1665,1062,0.0653554272149978,0.741463555817245,0.808433895777718
3089,AT1G54650,-,1:20405598-20407753,20405598,20407753,2156,1188,0.576744240508132,1.0513242417370602e-09,4.70561375894171e-09
3090,AT1G54660,-,1:20408413-20411449,20408413,20411449,3037,3037,1.35260215378298,0.0255068786139823,0.0436099740627309
3091,AT1G54680,-,1:20413135-20414574,20413135,20414574,1440,881,-2.60162796606603,9.430107067624169e-50,3.36691091956751e-48
3092,AT1G54690,-,1:20414316-20415287,20414316,20415287,972,801,0.303270941995835,3.78284577054106e-05,0.0001028442152231
3093,AT1G54700,-,1:20415898-20417506,20415898,20417506,1609,914,-0.45974136359576,0.009512705374748,0.0177073278511702
3094,AT1G54710,-,1:20416770-20421035,20416770,20421035,4266,3335,-0.528645683859513,4.27209900346832e-08,1.62699056612088e-07
3095,AT1G54730,-,1:20424410-20430123,20424410,20430123,5714,2116,0.477218237952407,0.306052123894216,0.390338925068353
3096,AT1G54740,-,1:20430769-20431986,20430769,20431986,1218,1218,4.52320248107745,0.0331421564900121,0.0552448623984166
3097,AT1G54770,-,1:20434639-20436008,20434639,20436008,1370,927,-1.58014425792443,4.42930463944446e-22,4.55088378173358e-21
3098,AT1G54780,-,1:20439434-20441159,20439434,20441159,1726,1163,3.39792708572898,1.42195644982802e-05,4.07470959214493e-05
3099,AT1G54790,-,1:20440979-20444029,20440979,20444029,3051,1874,0.0,1.0,1.0
3100,AT1G54820,-,1:20447316-20450861,20447316,20450861,3546,1531,0.342683189540417,0.0006900154055311,0.0015611535485121
3101,AT1G54830,-,1:20451083-20452671,20451083,20452671,1589,1589,-1.92780158587045,6.257720565467931e-74,5.8677191928524e-72
3102,AT1G54850,-,1:20454389-20456220,20454389,20456220,1832,898,-0.441530425728867,0.0001172750457799,0.0002976932594955
3103,AT1G54920,-,1:20470678-20475180,20470678,20475180,4503,3226,0.264615085355023,0.259265904731196,0.339339498571687
3104,AT1G54990,-,1:20511519-20513681,20511519,20513681,2163,1660,-0.296968838913384,0.0085445582234316,0.0160516308789064
3105,AT1G55000,-,1:20514634-20516496,20514634,20516496,1863,1124,1.4375791272588,1.0512631588087499e-22,1.11913714486486e-21
3106,AT1G55020,-,1:20525708-20530273,20525708,20530273,4566,2800,-2.82365968188696,0.0002810849155901,0.0006767763640054
3107,AT1G55040,-,1:20534874-20539113,20534874,20539113,4240,2783,0.107867114824476,0.185089438649403,0.253531836945906
3108,AT1G55080,-,1:20553011-20554254,20553011,20554254,1244,925,-0.150788883558967,0.0873959910945254,0.131311808864147
3109,AT1G55090,-,1:20554352-20558529,20554352,20558529,4178,2762,-0.665560039216354,2.6250965579045e-13,1.54869852856864e-12
3110,AT1G55100,-,1:20558235-20559103,20558235,20559103,869,869,-1.57507492287589,5.38721981251918e-18,4.4041885970599404e-17
3111,AT1G55110,-,1:20560284-20563171,20560284,20563171,2888,1580,0.625473181439391,0.43553080524873,0.525478615170777
3112,AT1G55120,-,1:20566030-20569286,20566030,20569286,3257,2175,0.794091579636357,0.0274639642887409,0.046633982164328
3113,AT1G55130,-,1:20569654-20572393,20569654,20572393,2740,2041,0.711457732837608,6.46290969344111e-16,4.57454751690536e-15
3114,AT1G55140,-,1:20572405-20574348,20572405,20574348,1944,832,0.535917287537337,0.0004341278827379,0.0010149589731804
3115,AT1G55150,-,1:20574480-20577320,20574480,20577320,2841,1839,-0.0152553041610292,0.88036167216537,0.924203484111442
3116,AT1G55152,-,1:20577424-20578292,20577424,20578292,869,869,-0.118472557933477,0.76730762309053,0.829886597360992
3117,AT1G55160,-,1:20578406-20580010,20578406,20580010,1605,945,1.26340388019658,4.1641363839337405e-20,3.84633612458278e-19
3118,AT1G55170,-,1:20580274-20581975,20580274,20581975,1702,1219,0.112801291493099,0.485873891550562,0.575595627266956
3119,AT1G55180,-,1:20585057-20587629,20585057,20587629,2573,2289,-0.0546919648970568,0.536544023244394,0.623839950873962
3120,AT1G55190,-,1:20588397-20589199,20588397,20589199,803,803,-0.202595489038309,0.0407655218417845,0.0665950443039658
3121,AT1G55200,-,1:20589129-20592063,20589129,20592063,2935,2225,0.0505000643828736,0.652636093460263,0.730546346990429
3122,AT1G55205,-,1:20594559-20596034,20594559,20596034,1476,888,0.29090626217908,0.001485253056381,0.0031786983567457
3123,AT1G55210,-,1:20597790-20598708,20597790,20598708,919,919,-0.0983677845716034,0.396025962570235,0.485385398803735
3124,AT1G55250,-,1:20607030-20612410,20607030,20612410,5381,3140,-0.0272981364131635,0.65945719667999,0.736627297609091
3125,AT1G55260,-,1:20614610-20616436,20614610,20616436,1827,1015,1.10208490967642,7.68712430510375e-11,3.7816414904228004e-10
3126,AT1G55265,-,1:20617313-20618005,20617313,20618005,693,693,0.246882055433096,0.149468353955483,0.210261362292582
3127,AT1G55270,-,1:20617954-20620136,20617954,20620136,2183,1895,2.22091530775004,1.0,1.0
3128,AT1G55280,-,1:20622960-20624630,20622960,20624630,1671,1409,-0.634426230419094,1.0,1.0
3129,AT1G55300,-,1:20628023-20629692,20628023,20629692,1670,1053,-0.230882884968931,0.0459717473377745,0.0741088357274569
3130,AT1G55310,-,1:20630065-20632973,20630065,20632973,2909,1272,-1.04992414067122,8.664065263889979e-33,1.53343218007037e-31
3131,AT1G55320,-,1:20633360-20636892,20633360,20636892,3533,2432,-4.22202900631562,5.48528221878767e-21,5.2794064113018105e-20
3132,AT1G55325,-,1:20637380-20648434,20637380,20648434,11055,7498,-0.260202753302571,0.0393945127085267,0.0645826510328042
3133,AT1G55330,-,1:20648465-20648891,20648465,20648891,427,427,0.898162802733428,4.93605242598949e-30,7.611524031637949e-29
3134,AT1G55340,-,1:20651831-20653648,20651831,20653648,1818,1151,0.466030441900643,0.0004775682490688,0.0011084771471165
3135,AT1G55350,-,1:20653820-20665095,20653820,20665095,11276,7721,-2.0296062320384,6.55175411630788e-51,2.4623454842787897e-49
3136,AT1G55360,-,1:20666222-20668726,20666222,20668726,2505,1797,0.837518145265831,1.01993105640736e-05,2.96803134690581e-05
3137,AT1G55370,-,1:20674783-20676449,20674783,20676449,1667,1588,-0.601316346882802,0.0010165637700778,0.0022359344811354
3138,AT1G55450,-,1:20704918-20706893,20704918,20706893,1976,1387,-0.0549110911889759,0.691585661134712,0.765416236160207
3139,AT1G55460,-,1:20707478-20709024,20707478,20709024,1547,1547,-0.160977302034223,0.159993342395669,0.223253450599615
3140,AT1G55475,-,1:20711514-20713310,20711514,20713310,1797,1365,1.71776755079838,0.0016976308031904,0.0035942739984206
3141,AT1G55480,-,1:20713684-20715547,20713684,20715547,1864,1342,0.671766741346209,1.28108380459079e-19,1.15235474399383e-18
3142,AT1G55490,-,1:20715563-20719196,20715563,20719196,3634,2118,0.302727786302904,0.238660360841926,0.316204114707144
3143,AT1G55500,-,1:20719548-20722739,20719548,20722739,3192,2572,-0.804903696825915,2.3733103524129803e-19,2.1062562142877298e-18
3144,AT1G55510,-,1:20723302-20725668,20723302,20725668,2367,1402,0.313431812899151,0.0122806431384281,0.0223882973790314
3145,AT1G55520,-,1:20725726-20728091,20725726,20728091,2366,1209,0.389000919532547,0.0280812144287121,0.0475733029549657
3146,AT1G55530,-,1:20729182-20731283,20729182,20731283,2102,1650,0.851071384467177,2.11743661744696e-19,1.88638811130135e-18
3147,AT1G55535,-,1:20731646-20733997,20731646,20733997,2352,1413,-1.26395207439629,1.47738831629837e-14,9.52071901436848e-14
3148,AT1G55540,-,1:20734608-20743174,20734608,20743174,8567,5736,0.235201200862051,0.0052425908545158,0.0102607992625912
3149,AT1G55550,-,1:20748915-20753079,20748915,20753079,4165,2797,-0.0289748697895427,0.739598259476725,0.807016237757559
3150,AT1G55590,-,1:20769320-20771871,20769320,20771871,2552,2095,-0.366221255399508,6.32488119337887e-07,2.12116590022168e-06
3151,AT1G55620,-,1:20787134-20791189,20787134,20791189,4056,2763,-0.877097369075943,0.000673001859832,0.0015258215324999
3152,AT1G55630,-,1:20791675-20793564,20791675,20793564,1890,1890,-0.0922802159704488,0.30383080136868,0.388038980409364
3153,AT1G55670,-,1:20802670-20803449,20802670,20803449,780,780,-0.97349905666598,7.41321989828319e-22,7.50048177828478e-21
3154,AT1G55675,-,1:20803704-20804573,20803704,20804573,870,870,-0.139131082341713,0.159930730198782,0.223203332847522
3155,AT1G55680,-,1:20804592-20807940,20804592,20807940,3349,1960,1.63150203036858,1.4765372773173e-17,1.17151243977235e-16
3156,AT1G55690,-,1:20808261-20812840,20808261,20812840,4580,2756,-0.710869630322463,6.796027479099861e-19,5.887776303171629e-18
3157,AT1G55730,-,1:20831052-20834519,20831052,20834519,3468,1933,-0.678438196381673,2.13563538784275e-09,9.31458138237986e-09
3158,AT1G55740,-,1:20835366-20838778,20835366,20838778,3413,2477,0.46812376500116,0.0002323018880214,0.0005660738749188
3159,AT1G55750,-,1:20840195-20845182,20840195,20845182,4988,2077,0.211313217084269,0.0568168955258219,0.0894178589753674
3160,AT1G55760,-,1:20846908-20849054,20846908,20849054,2147,1746,0.777864475059383,2.17363764744678e-16,1.5906880789316902e-15
3161,AT1G55805,-,1:20858723-20859439,20858723,20859439,717,717,0.122950245907953,0.196377031708743,0.26710153631535
3162,AT1G55810,-,1:20860609-20864266,20860609,20864266,3658,2328,0.371663592829619,0.004533391532171,0.0089558360487642
3163,AT1G55820,-,1:20864339-20867611,20864339,20867611,3273,1979,0.370425416738538,0.0003182119527221,0.000760252620543
3164,AT1G55830,-,1:20867872-20870338,20867872,20870338,2467,1684,1.32039390331731,5.77351886423038e-50,2.07734789211824e-48
3165,AT1G55840,-,1:20873602-20876272,20873602,20876272,2671,1521,0.276154994881775,0.0452966746519349,0.0731476090795706
3166,AT1G55850,-,1:20876699-20879482,20876699,20879482,2784,2311,-0.524404977550642,3.38212775026271e-05,9.2628092360787e-05
3167,AT1G55860,-,1:20879466-20895393,20879466,20895393,15928,12525,0.947701825785441,0.00017817330118,0.0004418869235519
3168,AT1G55870,-,1:20895585-20898422,20895585,20898422,2838,2211,2.79780658117226,1.92459514694733e-34,3.6498502041087e-33
3169,AT1G55880,-,1:20898898-20901183,20898898,20901183,2286,1811,1.35720390728582,1.6677828637856899e-18,1.40681765783939e-17
3170,AT1G55890,-,1:20901346-20902800,20901346,20902800,1455,1455,0.860742790219739,5.909488857019279e-13,3.4139106299028097e-12
3171,AT1G55900,-,1:20903053-20905728,20903053,20905728,2676,1549,0.129475167645057,0.276873123042399,0.359018466434222
3172,AT1G55910,-,1:20906134-20907413,20906134,20907413,1280,1196,-0.406739670287072,0.0023346823806026,0.0048306823891975
3173,AT1G55915,-,1:20907547-20909638,20907547,20909638,2092,1540,0.447599252895695,0.0404353916619341,0.0661197359164584
3174,AT1G55920,-,1:20912116-20913447,20912116,20913447,1332,1332,0.459785436079929,1.66823378068249e-05,4.74382422609146e-05
3175,AT1G55930,-,1:20918717-20922232,20918717,20922232,3516,2239,0.561522934449718,0.310969166961792,0.395897329526963
3176,AT1G55960,-,1:20927643-20930017,20927643,20930017,2375,1723,-0.0166256564584839,0.856565526990069,0.904091722042403
3177,AT1G55970,-,1:20932129-20938290,20932129,20938290,6162,4693,0.270999381347944,0.002568437888864,0.0052790454826358
3178,AT1G55980,-,1:20938899-20941813,20938899,20941813,2915,1401,-0.348771145868714,0.0240683949030042,0.0413485536938259
3179,AT1G56000,-,1:20944141-20946718,20944141,20946718,2578,1588,0.0257066260884992,1.0,1.0
3180,AT1G56010,-,1:20946571-20949281,20946571,20949281,2711,1704,0.912287990004314,8.3125890410804e-25,9.95045313582842e-24
3181,AT1G56020,-,1:20952144-20953547,20952144,20953547,1404,1404,0.0300033240276952,0.739788064465983,0.807153207439643
3182,AT1G56045,-,1:20962624-20963464,20962624,20963464,841,336,0.808813663367201,0.149957293082541,0.2108213769022
3183,AT1G56050,-,1:20963719-20966341,20963719,20966341,2623,1500,2.57496793218246,2.22336758118961e-09,9.68082610515156e-09
3184,AT1G56060,-,1:20966528-20967144,20966528,20967144,617,436,-0.468280055399849,7.64170786876369e-07,2.54303545960686e-06
3185,AT1G56070,-,1:20967930-20971742,20967930,20971742,3813,2958,2.06525015740782,5.44404134479908e-13,3.1536371796424198e-12
3186,AT1G56090,-,1:20977695-20979357,20977695,20979357,1663,1285,0.205976388149872,0.115966269653816,0.168547812931952
3187,AT1G56110,-,1:20984389-20986951,20984389,20986951,2563,1782,0.195205112070109,0.487793999164491,0.577591881205798
3188,AT1G56140,-,1:21001574-21007809,21001574,21007809,6236,3320,-0.353383909510276,8.89105137676744e-05,0.0002298082414883
3189,AT1G56145,-,1:21008093-21014018,21008093,21014018,5926,3336,0.0595567842960142,0.820275835684874,0.874590315587513
3190,AT1G56150,-,1:21017385-21017939,21017385,21017939,555,555,-1.46359466200486,9.08863465550423e-32,1.5256744214655698e-30
3191,AT1G56170,-,1:21024764-21025883,21024764,21025883,1120,1027,-0.072153550548081,0.464766364145318,0.554777982657108
3192,AT1G56180,-,1:21025904-21028064,21025904,21028064,2161,1526,-0.256622813461501,0.135320022615783,0.193153804865428
3193,AT1G56190,-,1:21028216-21030649,21028216,21030649,2434,1819,0.325999684933797,0.0300690275884343,0.0505946679542206
3194,AT1G56200,-,1:21030794-21032078,21030794,21032078,1285,715,0.0542081442716066,0.685097486908169,0.760009556760102
3195,AT1G56210,-,1:21035618-21037211,21035618,21037211,1594,1384,-1.77728314187542,3.81158242685899e-26,4.84034468789767e-25
3196,AT1G56220,-,1:21043348-21044738,21043348,21044738,1391,762,0.931848996508348,0.0182769862948004,0.032197602006762
3197,AT1G56230,-,1:21046009-21049194,21046009,21049194,3186,2596,0.264768377925012,0.096950961829292,0.144103078802549
3198,AT1G56240,-,1:21056232-21057577,21056232,21057577,1346,1142,0.45703953135174,1.99074072329393e-05,5.61362276255697e-05
3199,AT1G56242,-,1:21056401-21057815,21056401,21057815,1415,1252,-0.364270929638775,0.0034925018737114,0.0070243516181698
3200,AT1G56250,-,1:21061600-21062995,21061600,21062995,1396,1146,0.292452341188881,0.496076103805198,0.585291620694415
3201,AT1G56260,-,1:21064279-21065853,21064279,21065853,1575,939,-0.0752460329691795,0.286652568941331,0.369736806653102
3202,AT1G56280,-,1:21072855-21074877,21072855,21074877,2023,1185,0.850348795088484,6.10824087824558e-15,4.0603508824027e-14
3203,AT1G56290,-,1:21075286-21078778,21075286,21078778,3493,2416,-0.0631557033871986,0.520113352238909,0.608048894758994
3204,AT1G56300,-,1:21078820-21080423,21078820,21080423,1604,928,-0.922415206299147,7.2993055176535e-22,7.38925333919057e-21
3205,AT1G56310,-,1:21082863-21085651,21082863,21085651,2789,1857,0.318527596359114,0.242099449235518,0.320166562754229
3206,AT1G56320,-,1:21085548-21086494,21085548,21086494,947,701,0.0484597391009857,0.804696066518724,0.861590150431653
3207,AT1G56330,-,1:21086555-21088549,21086555,21088549,1995,943,-0.406886757600873,8.49725275494931e-05,0.0002204891609341
3208,AT1G56340,-,1:21089844-21092660,21089844,21092660,2817,1523,-0.466518514625731,3.31047834980093e-08,1.27621140038215e-07
3209,AT1G56345,-,1:21092993-21094461,21092993,21094461,1469,1392,-0.188770326512081,0.0586834233139325,0.0920044280735071
3210,AT1G56350,-,1:21094778-21097988,21094778,21097988,3211,1673,0.651978720512417,3.19116594981059e-07,1.11032959190748e-06
3211,AT1G56420,-,1:21122551-21124234,21122551,21124234,1684,773,0.202687138982971,0.32965545592776,0.416041274879668
3212,AT1G56423,-,1:21128912-21130839,21128912,21130839,1928,1257,0.213062166156064,0.012589118315966,0.0228944627930479
3213,AT1G56430,-,1:21136944-21138087,21136944,21138087,1144,1144,0.286528841525234,0.0241150217314615,0.0414171594325916
3214,AT1G56440,-,1:21138530-21141571,21138530,21141571,3042,1809,-0.315563593597516,0.0001351886098032,0.0003405579008964
3215,AT1G56450,-,1:21141883-21144400,21141883,21144400,2518,1042,-0.440183772600317,0.0001477458809898,0.0003699824691743
3216,AT1G56460,AT1G56470,1:21146239-21149805,21146239,21149805,3567,2166,-0.752875027735477,0.0070324992377063,0.0134386181141014
3217,AT1G56500,-,1:21159744-21167321,21159744,21167321,7578,3428,-0.2175621134431,0.003838814714127,0.0076771380801992
3218,AT1G56510,-,1:21167589-21173632,21167589,21173632,6044,3657,0.389191200854634,0.009475003853321,0.017651306596504
3219,AT1G56520,-,1:21174664-21178974,21174664,21178974,4311,3698,0.299178157559228,0.0027594791294433,0.0056417233253215
3220,AT1G56540,-,1:21181664-21185306,21181664,21185306,3643,3291,-0.038909983036616,0.808773606668774,0.865407802513542
3221,AT1G56560,-,1:21192499-21195112,21192499,21195112,2614,2109,0.76101711752094,3.2684676289978398e-18,2.69579609062523e-17
3222,AT1G56580,-,1:21198259-21198956,21198259,21198956,698,698,0.36859991680631,0.0017504433189716,0.0036989222239959
3223,AT1G56590,-,1:21202020-21204742,21202020,21204742,2723,1523,0.321176175063757,0.0766882343861564,0.116857662476476
3224,AT1G56600,-,1:21207537-21209596,21207537,21209596,2060,1396,0.630456133690759,2.71512387331902e-05,7.51587741643669e-05
3225,AT1G56610,-,1:21211719-21214562,21211719,21214562,2844,2609,-1.93797754971066,7.37535565275461e-06,2.18460199503896e-05
3226,AT1G56612,-,1:21214118-21215406,21214118,21215406,1289,1289,0.0602228412952742,0.7385925452205,0.806203139194768
3227,AT1G56650,-,1:21233595-21235137,21233595,21235137,1543,914,0.0350425412198121,0.890595592096456,0.932693917128994
3228,AT1G56660,-,1:21237888-21240558,21237888,21240558,2671,1821,0.335880644671531,0.0001331421335578,0.000335721424913
3229,AT1G56670,-,1:21241673-21244047,21241673,21244047,2375,1219,-0.353780448040138,0.0073154699464033,0.0139401637098353
3230,AT1G56700,-,1:21256176-21257973,21256176,21257973,1798,1265,0.449808518651112,0.0397680433640416,0.0651202586961366
3231,AT1G56720,-,1:21263420-21266368,21263420,21266368,2949,2188,0.515412672464656,0.00033264415634,0.0007931002191614
3232,AT1G57540,-,1:21310329-21311502,21310329,21311502,1174,748,1.37721057908971,1.6975847697084302e-44,4.96687799695042e-43
3233,AT1G57590,-,1:21327360-21329763,21327360,21329763,2404,1489,-0.109346456071129,0.597909246200538,0.680862553051962
3234,AT1G57600,-,1:21330512-21334727,21330512,21334727,4216,1950,1.51626200602205,0.0003016830501713,0.0007240214563661
3235,AT1G57610,-,1:21337209-21338756,21337209,21338756,1548,1466,-0.541936153076646,0.0060937864882347,0.0117888131645895
3236,AT1G57620,-,1:21342721-21344804,21342721,21344804,2084,1004,1.59522548807681,7.39629547597439e-05,0.000193516941667
3237,AT1G57660,-,1:21355520-21356537,21355520,21356537,1018,715,-0.168435165584594,0.220075452021043,0.295012335178533
3238,AT1G57680,-,1:21362488-21364728,21362488,21364728,2241,1861,0.527807233321826,0.0006258294629254,0.0014277647835676
3239,AT1G57700,-,1:21370683-21374080,21370683,21374080,3398,2667,0.354915442603045,0.0419465000197128,0.0683139227514024
3240,AT1G57720,-,1:21377615-21380382,21377615,21380382,2768,1754,0.0269442027744593,0.757600775696418,0.822646859374178
3241,AT1G57765,-,1:21393351-21394962,21393351,21394962,1612,773,1.21653263606239,2.4526903771488897e-22,2.5539343545791502e-21
3242,AT1G57770,-,1:21395196-21398280,21395196,21398280,3085,1928,0.551146101607197,5.63235337738728e-05,0.0001495142590857
3243,AT1G57790,-,1:21404408-21405956,21404408,21405956,1549,1318,-0.162670978045248,0.0315608741604384,0.0528748592007489
3244,AT1G57820,-,1:21414170-21417946,21414170,21417946,3777,2154,-0.239286488904495,0.0731930743499198,0.112083686768444
3245,AT1G57860,-,1:21429898-21430865,21429898,21430865,968,669,-0.0623225973494006,0.58602976178834,0.669857260272977
3246,AT1G57870,-,1:21431051-21436103,21431051,21436103,5053,2022,-0.0251478445620247,0.821061701340553,0.87532767999361
3247,AT1G57906,-,1:21435427-21436810,21435427,21436810,1384,687,1.06946546763882,9.53083569190875e-27,1.23914212504186e-25
3248,AT1G57980,-,1:21439232-21440805,21439232,21440805,1574,1470,-0.475037232651719,0.0007553241485471,0.0016975363929217
3249,AT1G57990,-,1:21441505-21442920,21441505,21442920,1416,1416,0.441767531452853,0.0232749720883703,0.0401116802926467
3250,AT1G58007,-,1:21445903-21447341,21445903,21447341,1439,795,1.21891161770644,2.03578667445445e-45,6.22675706720284e-44
3251,AT1G58025,-,1:21457667-21462243,21457667,21462243,4577,2314,0.238272985925931,0.336518411244823,0.423378791297106
3252,AT1G58030,-,1:21464001-21468420,21464001,21468420,4420,2371,0.948594484209272,0.0004082957421952,0.0009594252309323
3253,AT1G58060,-,1:21489285-21501811,21489285,21501811,12527,4611,0.288974628588794,0.0686809567389777,0.105978278159563
3254,AT1G58070,-,1:21502905-21504075,21502905,21504075,1171,1171,2.22083441647949,0.999999999999999,1.0
3255,AT1G58080,-,1:21504314-21507540,21504314,21507540,3227,1595,-1.04062827764328,1.5518454407857e-27,2.10764904562014e-26
3256,AT1G58100,-,1:21512384-21514022,21512384,21514022,1639,1639,-0.55646266977982,0.0618140719197431,0.0963593668565869
3257,AT1G58110,-,1:21515474-21518159,21515474,21518159,2686,1774,-0.770394917361655,1.0,1.0
3258,AT1G58150,-,1:21530103-21530458,21530103,21530458,356,276,0.233971411169421,0.0078881464934589,0.0149272579551074
3259,AT1G58160,-,1:21533757-21534598,21533757,21534598,842,521,0.163161138960054,0.272957085608375,0.354807901099565
3260,AT1G58170,-,1:21536128-21536836,21536128,21536836,709,709,-0.106941783576907,0.338229629081217,0.425157162729985
3261,AT1G58180,-,1:21537770-21539914,21537770,21539914,2145,1377,1.23490051826744,8.63837431939517e-12,4.58359695952817e-11
3262,AT1G58200,-,1:21548187-21553127,21548187,21553127,4941,2563,0.2261097263457,0.436663014308306,0.526639309058595
3263,AT1G58210,-,1:21553621-21558056,21553621,21558056,4436,3741,-0.17814517092093,0.642564393134265,0.720967578590122
3264,AT1G58220,-,1:21558243-21562965,21558243,21562965,4723,2946,-0.398252823132121,1.35891969927765e-05,3.90129938716388e-05
